0.00	0.00	0.00	0.00	0.00	0.00	0.00
-10.75	5.19	-1.12	0.00	0.00	-8.04	-42.88
-10.58	5.17	-1.13	0.00	0.00	-2.34	-12.16
-10.41	5.15	-1.13	0.00	0.00	-0.60	-3.20
-0.35	0.23	-5.51	0.50	0.00	0.12	0.64
-0.29	0.25	-5.50	0.50	0.00	0.12	1.28
-0.20	0.28	-5.50	0.50	0.00	0.12	0.64
-0.09	0.30	-5.51	0.50	0.00	0.12	0.64
0.02	0.31	-5.53	0.50	0.00	0.12	0.64
0.15	0.31	-5.55	0.50	0.00	0.12	0.64
0.27	0.29	-5.56	0.50	0.00	0.12	0.64
0.39	0.27	-5.57	0.50	0.00	0.12	1.28
0.49	0.26	-5.57	0.50	0.00	0.12	0.64
0.58	0.25	-5.58	0.50	0.00	0.12	0.64
0.62	0.25	-5.59	0.50	0.00	0.12	0.64
0.64	0.26	-5.60	0.50	0.00	0.12	0.64
0.62	0.28	-5.61	0.50	0.00	0.12	0.64
0.58	0.29	-5.60	0.50	0.00	0.12	1.28
0.51	0.30	-5.60	0.50	0.00	0.12	0.64
0.43	0.30	-5.60	0.50	0.00	0.12	0.64
0.35	0.28	-5.59	0.50	0.00	0.12	0.64
0.27	0.27	-5.59	0.50	0.00	0.12	0.64
0.19	0.26	-5.58	0.50	0.00	0.12	0.64
0.10	0.24	-5.57	0.50	0.00	0.12	1.28
0.03	0.24	-5.56	0.50	0.00	0.12	0.64
-0.02	0.25	-5.55	0.50	0.00	0.12	0.64
-0.04	0.25	-5.56	0.50	0.00	0.12	0.64
-0.04	0.27	-5.56	0.50	0.00	0.12	0.64
-0.00	0.27	-5.58	0.50	0.00	0.12	0.64
0.06	0.26	-5.59	0.50	0.00	0.12	1.28
0.15	0.23	-5.59	0.50	0.00	0.12	0.64
0.26	0.21	-5.60	0.50	0.00	0.12	0.64
0.37	0.18	-5.60	0.50	0.00	0.12	0.64
0.49	0.16	-5.61	0.50	0.00	0.12	0.64
0.61	0.16	-5.62	0.50	0.00	0.12	0.64
0.70	0.17	-5.62	0.50	0.00	0.12	1.28
0.77	0.20	-5.64	0.50	0.00	0.12	0.64
0.83	0.22	-5.66	0.50	0.00	0.12	0.64
0.85	0.25	-5.67	0.50	0.00	0.12	0.64
0.84	0.25	-5.68	0.50	0.00	0.12	0.64
0.80	0.25	-5.68	0.50	0.00	0.12	0.64
0.74	0.24	-5.67	0.50	0.00	0.12	1.28
0.66	0.23	-5.65	0.50	0.00	0.12	0.64
0.58	0.22	-5.64	0.50	0.00	0.12	0.64
0.49	0.23	-5.63	0.50	0.00	0.12	0.64
0.41	0.24	-5.63	0.50	0.00	0.12	0.64
0.34	0.26	-5.62	0.50	0.00	0.12	0.64
0.27	0.28	-5.63	0.50	0.00	0.12	1.28
0.21	0.28	-5.63	0.50	0.00	0.12	0.64
0.18	0.27	-5.63	0.50	0.00	0.12	0.64
0.16	0.26	-5.63	0.50	0.00	0.12	0.64
0.17	0.23	-5.63	0.50	0.00	0.12	0.64
0.18	0.21	-5.63	0.50	0.00	0.12	0.64
0.22	0.21	-5.63	0.50	0.00	0.12	1.28
0.26	0.22	-5.64	0.50	0.00	0.12	0.64
0.33	0.23	-5.65	0.50	0.00	0.12	0.64
0.41	0.25	-5.66	0.50	0.00	0.12	0.64
0.50	0.27	-5.67	0.50	0.00	0.12	0.64
0.60	0.28	-5.69	0.50	0.00	0.12	0.64
0.71	0.29	-5.70	0.50	0.00	0.12	1.28
0.80	0.30	-5.71	0.50	0.00	0.12	0.64
0.88	0.30	-5.72	0.50	0.00	0.12	0.64
0.96	0.30	-5.72	0.50	0.00	0.12	0.64
1.03	0.29	-5.72	0.50	0.00	0.12	0.64
1.09	0.29	-5.73	0.50	0.00	0.12	0.64
1.16	0.29	-5.74	0.50	0.00	0.12	1.28
1.23	0.29	-5.74	0.50	0.00	0.12	0.64
1.30	0.30	-5.75	0.50	0.00	0.12	0.64
1.36	0.31	-5.75	0.50	0.00	0.12	0.64
1.41	0.31	-5.75	0.50	0.00	0.12	0.64
1.43	0.29	-5.76	0.50	0.00	0.12	0.64
1.44	0.28	-5.77	0.50	0.00	0.12	1.28
1.42	0.27	-5.78	0.50	0.00	0.12	0.64
1.37	0.26	-5.78	0.50	0.00	0.12	0.64
1.29	0.26	-5.78	0.50	0.00	0.12	0.64
1.17	0.27	-5.77	0.50	0.00	0.12	0.64
1.03	0.28	-5.75	0.50	0.00	0.12	0.64
0.87	0.30	-5.74	0.50	0.00	0.12	1.28
0.70	0.30	-5.72	0.50	0.00	0.12	0.64
0.51	0.31	-5.71	0.50	0.00	0.12	0.64
0.33	0.32	-5.70	0.50	0.00	0.12	0.64
0.16	0.31	-5.69	0.50	0.00	0.12	0.64
0.01	0.30	-5.68	0.50	0.00	0.12	0.64
-0.12	0.30	-5.67	0.50	0.00	0.12	1.28
-0.23	0.28	-5.66	0.50	0.00	0.12	0.64
-0.31	0.28	-5.65	0.50	0.00	0.12	0.64
-0.38	0.28	-5.65	0.50	0.00	0.12	0.64
-0.41	0.27	-5.65	0.50	0.00	0.12	0.64
-0.43	0.26	-5.65	0.50	0.00	0.12	0.64
-0.40	0.23	-5.66	0.50	0.00	0.12	1.28
-0.35	0.22	-5.66	0.50	0.00	0.12	0.64
-0.28	0.20	-5.66	0.50	0.00	0.12	0.64
-0.20	0.18	-5.66	0.50	0.00	0.12	0.64
-0.12	0.19	-5.65	0.50	0.00	0.12	0.64
-0.05	0.20	-5.66	0.50	0.00	0.12	0.64
0.02	0.22	-5.68	0.50	0.00	0.12	1.28
0.10	0.25	-5.70	0.50	0.00	0.12	0.64
0.18	0.28	-5.70	0.50	0.00	0.12	0.64
0.24	0.32	-5.71	0.50	0.00	0.12	0.64
0.30	0.33	-5.72	0.50	0.00	0.12	0.64
0.34	0.33	-5.72	0.50	0.00	0.12	0.64
0.37	0.30	-5.72	0.50	0.00	0.12	1.28
0.37	0.26	-5.72	0.50	0.00	0.12	0.64
0.35	0.23	-5.71	0.50	0.00	0.12	0.64
0.34	0.21	-5.71	0.50	0.00	0.12	0.64
0.33	0.20	-5.72	0.50	0.00	0.12	0.64
0.31	0.22	-5.73	0.50	0.00	0.12	0.64
0.30	0.25	-5.73	0.50	0.00	0.12	1.28
0.28	0.28	-5.74	0.50	0.00	0.12	0.64
0.25	0.29	-5.73	0.50	0.00	0.12	0.64
0.20	0.29	-5.73	0.50	0.00	0.12	0.64
0.15	0.27	-5.73	0.50	0.00	0.12	0.64
0.08	0.24	-5.73	0.50	0.00	0.12	0.64
-0.00	0.21	-5.73	0.50	0.00	0.12	1.28
-0.08	0.20	-5.74	0.50	0.00	0.12	0.64
-0.16	0.18	-5.73	0.50	0.00	0.12	0.64
-0.23	0.19	-5.73	0.50	0.00	0.12	0.64
-0.29	0.19	-5.71	0.50	0.00	0.12	0.64
-0.33	0.20	-5.70	0.50	0.00	0.12	0.64
-0.34	0.21	-5.68	0.50	0.00	0.12	1.28
-0.33	0.20	-5.67	0.50	0.00	0.12	0.64
-0.29	0.21	-5.68	0.50	0.00	0.12	0.64
-0.23	0.22	-5.69	0.50	0.00	0.12	0.64
-0.16	0.22	-5.71	0.50	0.00	0.12	0.64
-0.07	0.23	-5.72	0.50	0.00	0.12	0.64
0.02	0.23	-5.73	0.50	0.00	0.12	1.28
0.12	0.22	-5.73	0.50	0.00	0.12	0.64
0.20	0.21	-5.74	0.50	0.00	0.12	0.64
0.27	0.18	-5.74	0.50	0.00	0.12	0.64
0.32	0.17	-5.74	0.50	0.00	0.12	0.64
0.34	0.18	-5.75	0.50	0.00	0.12	0.64
0.32	0.19	-5.75	0.50	0.00	0.12	1.28
0.25	0.23	-5.75	0.50	0.00	0.12	0.64
0.17	0.26	-5.76	0.50	0.00	0.12	0.64
0.06	0.28	-5.76	0.50	0.00	0.12	0.64
-0.06	0.29	-5.75	0.50	0.00	0.12	0.64
-0.17	0.29	-5.75	0.50	0.00	0.12	0.64
-0.29	0.28	-5.74	0.50	0.00	0.12	1.28
-0.40	0.27	-5.73	0.50	0.00	0.12	0.64
-0.51	0.26	-5.72	0.50	0.00	0.12	0.64
-0.61	0.27	-5.71	0.50	0.00	0.12	0.64
-0.69	0.26	-5.70	0.50	0.00	0.12	0.64
-0.73	0.26	-5.71	0.50	0.00	0.12	0.64
-0.73	0.26	-5.71	0.50	0.00	0.12	1.28
-0.69	0.27	-5.71	0.50	0.00	0.12	0.64
-0.62	0.27	-5.72	0.50	0.00	0.12	0.64
-0.51	0.27	-5.72	0.50	0.00	0.12	0.64
-0.40	0.28	-5.72	0.50	0.00	0.12	0.64
-0.30	0.28	-5.73	0.50	0.00	0.12	0.64
-0.22	0.28	-5.74	0.50	0.00	0.12	1.28
-0.16	0.27	-5.75	0.50	0.00	0.12	0.64
-0.14	0.26	-5.75	0.50	0.00	0.12	0.64
-0.15	0.24	-5.76	0.50	0.00	0.12	0.64
-0.19	0.21	-5.76	0.50	0.00	0.12	0.64
-0.26	0.21	-5.76	0.50	0.00	0.12	0.64
-0.36	0.21	-5.75	0.50	0.00	0.12	1.28
-0.49	0.22	-5.75	0.50	0.00	0.12	0.64
-0.63	0.23	-5.74	0.50	0.00	0.12	0.64
-0.76	0.24	-5.73	0.50	0.00	0.12	0.64
-0.90	0.25	-5.72	0.50	0.00	0.12	0.64
-1.01	0.24	-5.71	0.50	0.00	0.12	0.64
-1.11	0.24	-5.70	0.50	0.00	0.12	1.28
-1.16	0.23	-5.70	0.50	0.00	0.12	0.64
-1.17	0.21	-5.70	0.50	0.00	0.12	0.64
-1.13	0.19	-5.71	0.50	0.00	0.12	0.64
-1.04	0.18	-5.71	0.50	0.00	0.12	0.64
-0.91	0.16	-5.71	0.50	0.00	0.12	0.64
-0.73	0.16	-5.71	0.50	0.00	0.12	1.28
-0.50	0.17	-5.72	0.50	0.00	0.12	0.64
-0.26	0.17	-5.75	0.50	0.00	0.12	0.64
-0.01	0.19	-5.78	0.50	0.00	0.12	0.64
0.26	0.21	-5.81	0.50	0.00	0.12	0.64
0.52	0.22	-5.83	0.50	0.00	0.12	0.64
0.76	0.22	-5.86	0.50	0.00	0.12	1.28
0.98	0.22	-5.88	0.50	0.00	0.12	0.64
