0.00	0.00	0.00	0.00	0.00	0.00	0.00
-16.38	0.19	-0.19	0.00	0.00	-8.04	-41.92
-16.33	0.19	-0.19	0.00	0.00	-2.34	-12.48
-16.29	0.19	-0.19	0.00	0.00	-0.60	-3.20
-0.49	0.41	-2.97	0.50	0.00	0.12	0.64
-0.47	0.38	-2.96	0.50	0.00	0.12	0.64
-0.45	0.36	-2.96	0.50	0.00	0.12	0.64
-0.42	0.35	-2.95	0.50	0.00	0.12	0.64
-0.36	0.34	-2.95	0.50	0.00	0.12	0.64
-0.29	0.34	-2.96	0.50	0.00	0.12	0.64
-0.19	0.33	-2.98	0.50	0.00	0.12	0.64
-0.08	0.32	-2.99	0.50	0.00	0.12	0.64
0.03	0.32	-3.00	0.50	0.00	0.12	0.64
0.13	0.32	-3.01	0.50	0.00	0.12	0.64
0.21	0.34	-3.01	0.50	0.00	0.12	0.64
0.27	0.36	-3.02	0.50	0.00	0.12	0.64
0.30	0.38	-3.03	0.50	0.00	0.12	0.64
0.31	0.40	-3.04	0.50	0.00	0.12	0.64
0.32	0.41	-3.05	0.50	0.00	0.12	0.64
0.31	0.41	-3.06	0.50	0.00	0.12	0.64
0.30	0.40	-3.06	0.50	0.00	0.12	0.64
0.30	0.39	-3.06	0.50	0.00	0.12	0.64
0.29	0.38	-3.05	0.50	0.00	0.12	0.64
0.28	0.37	-3.04	0.50	0.00	0.12	0.64
0.27	0.38	-3.04	0.50	0.00	0.12	0.64
0.26	0.37	-3.05	0.50	0.00	0.12	0.64
0.26	0.35	-3.07	0.50	0.00	0.12	0.64
0.28	0.33	-3.08	0.50	0.00	0.12	0.64
0.30	0.31	-3.09	0.50	0.00	0.12	0.64
0.35	0.29	-3.08	0.50	0.00	0.12	0.64
0.41	0.30	-3.08	0.50	0.00	0.12	0.64
0.46	0.31	-3.07	0.50	0.00	0.12	0.64
0.51	0.32	-3.08	0.50	0.00	0.12	0.64
0.54	0.33	-3.09	0.50	0.00	0.12	0.64
0.56	0.35	-3.10	0.50	0.00	0.12	0.64
0.57	0.36	-3.11	0.50	0.00	0.12	0.64
0.57	0.36	-3.11	0.50	0.00	0.12	0.64
0.57	0.37	-3.12	0.50	0.00	0.12	0.64
0.55	0.39	-3.11	0.50	0.00	0.12	0.64
0.53	0.39	-3.11	0.50	0.00	0.12	0.64
0.49	0.39	-3.10	0.50	0.00	0.12	0.64
0.47	0.38	-3.10	0.50	0.00	0.12	0.64
0.45	0.38	-3.11	0.50	0.00	0.12	0.64
0.44	0.38	-3.11	0.50	0.00	0.12	0.64
0.45	0.40	-3.12	0.50	0.00	0.12	0.64
0.46	0.42	-3.12	0.50	0.00	0.12	0.64
0.47	0.43	-3.12	0.50	0.00	0.12	0.64
0.50	0.44	-3.12	0.50	0.00	0.12	0.64
0.52	0.44	-3.13	0.50	0.00	0.12	0.64
0.52	0.43	-3.13	0.50	0.00	0.12	0.64
0.48	0.43	-3.14	0.50	0.00	0.12	0.64
0.42	0.43	-3.14	0.50	0.00	0.12	0.64
0.33	0.42	-3.14	0.50	0.00	0.12	0.64
0.23	0.43	-3.13	0.50	0.00	0.12	0.64
0.11	0.42	-3.12	0.50	0.00	0.12	0.64
0.01	0.41	-3.10	0.50	0.00	0.12	0.64
-0.08	0.41	-3.09	0.50	0.00	0.12	0.64
-0.16	0.41	-3.09	0.50	0.00	0.12	0.64
-0.21	0.42	-3.09	0.50	0.00	0.12	0.64
-0.25	0.43	-3.09	0.50	0.00	0.12	0.64
-0.27	0.43	-3.09	0.50	0.00	0.12	0.64
-0.28	0.43	-3.10	0.50	0.00	0.12	0.64
-0.26	0.43	-3.11	0.50	0.00	0.12	0.64
-0.25	0.41	-3.12	0.50	0.00	0.12	0.64
-0.22	0.40	-3.12	0.50	0.00	0.12	0.64
-0.19	0.38	-3.11	0.50	0.00	0.12	0.64
-0.15	0.39	-3.10	0.50	0.00	0.12	0.64
-0.11	0.39	-3.10	0.50	0.00	0.12	0.64
-0.07	0.39	-3.10	0.50	0.00	0.12	0.64
-0.04	0.40	-3.11	0.50	0.00	0.12	0.64
-0.02	0.40	-3.12	0.50	0.00	0.12	0.64
0.01	0.39	-3.13	0.50	0.00	0.12	0.64
0.03	0.40	-3.13	0.50	0.00	0.12	0.64
0.05	0.40	-3.14	0.50	0.00	0.12	0.64
0.07	0.40	-3.15	0.50	0.00	0.12	0.64
0.10	0.41	-3.15	0.50	0.00	0.12	0.64
0.11	0.43	-3.15	0.50	0.00	0.12	0.64
0.15	0.44	-3.16	0.50	0.00	0.12	0.64
0.17	0.44	-3.16	0.50	0.00	0.12	0.64
0.19	0.43	-3.16	0.50	0.00	0.12	0.64
0.22	0.42	-3.16	0.50	0.00	0.12	0.64
0.25	0.40	-3.16	0.50	0.00	0.12	0.64
0.26	0.38	-3.16	0.50	0.00	0.12	0.64
0.28	0.37	-3.16	0.50	0.00	0.12	0.64
0.27	0.38	-3.16	0.50	0.00	0.12	0.64
0.27	0.40	-3.17	0.50	0.00	0.12	0.64
0.27	0.43	-3.18	0.50	0.00	0.12	0.64
0.25	0.45	-3.18	0.50	0.00	0.12	0.64
0.24	0.46	-3.19	0.50	0.00	0.12	0.64
0.21	0.47	-3.18	0.50	0.00	0.12	0.64
0.17	0.46	-3.17	0.50	0.00	0.12	0.64
0.12	0.44	-3.16	0.50	0.00	0.12	0.64
0.08	0.42	-3.16	0.50	0.00	0.12	0.64
0.05	0.39	-3.15	0.50	0.00	0.12	0.64
0.03	0.37	-3.15	0.50	0.00	0.12	0.64
0.05	0.36	-3.15	0.50	0.00	0.12	0.64
0.08	0.37	-3.16	0.50	0.00	0.12	0.64
0.11	0.38	-3.17	0.50	0.00	0.12	0.64
0.15	0.40	-3.19	0.50	0.00	0.12	0.64
0.16	0.42	-3.20	0.50	0.00	0.12	0.64
0.17	0.43	-3.20	0.50	0.00	0.12	0.64
0.15	0.43	-3.19	0.50	0.00	0.12	0.64
0.13	0.44	-3.19	0.50	0.00	0.12	0.64
0.12	0.43	-3.19	0.50	0.00	0.12	0.64
0.11	0.42	-3.20	0.50	0.00	0.12	0.64
0.10	0.42	-3.20	0.50	0.00	0.12	0.64
0.09	0.41	-3.20	0.50	0.00	0.12	0.64
0.08	0.41	-3.19	0.50	0.00	0.12	0.64
0.09	0.41	-3.19	0.50	0.00	0.12	0.64
0.10	0.41	-3.19	0.50	0.00	0.12	0.64
0.11	0.40	-3.20	0.50	0.00	0.12	0.64
0.12	0.40	-3.21	0.50	0.00	0.12	0.64
0.14	0.41	-3.23	0.50	0.00	0.12	0.64
0.16	0.42	-3.23	0.50	0.00	0.12	0.64
0.19	0.42	-3.23	0.50	0.00	0.12	0.64
0.21	0.41	-3.23	0.50	0.00	0.12	0.64
0.21	0.40	-3.23	0.50	0.00	0.12	0.64
0.18	0.39	-3.23	0.50	0.00	0.12	0.64
0.13	0.40	-3.23	0.50	0.00	0.12	0.64
0.06	0.41	-3.23	0.50	0.00	0.12	0.64
-0.01	0.43	-3.23	0.50	0.00	0.12	0.64
-0.09	0.46	-3.23	0.50	0.00	0.12	0.64
-0.15	0.47	-3.24	0.50	0.00	0.12	0.64
-0.22	0.48	-3.25	0.50	0.00	0.12	0.64
-0.28	0.47	-3.24	0.50	0.00	0.12	0.64
-0.36	0.45	-3.23	0.50	0.00	0.12	0.64
-0.43	0.43	-3.21	0.50	0.00	0.12	0.64
-0.49	0.40	-3.19	0.50	0.00	0.12	0.64
-0.53	0.38	-3.17	0.50	0.00	0.12	0.64
-0.54	0.36	-3.17	0.50	0.00	0.12	0.64
-0.54	0.36	-3.18	0.50	0.00	0.12	0.64
-0.53	0.37	-3.20	0.50	0.00	0.12	0.64
-0.53	0.37	-3.22	0.50	0.00	0.12	0.64
-0.54	0.38	-3.22	0.50	0.00	0.12	0.64
-0.56	0.38	-3.21	0.50	0.00	0.12	0.64
-0.59	0.38	-3.20	0.50	0.00	0.12	0.64
-0.63	0.39	-3.20	0.50	0.00	0.12	0.64
-0.68	0.39	-3.20	0.50	0.00	0.12	0.64
-0.72	0.39	-3.22	0.50	0.00	0.12	0.64
-0.77	0.38	-3.23	0.50	0.00	0.12	0.64
-0.81	0.36	-3.23	0.50	0.00	0.12	0.64
-0.84	0.34	-3.22	0.50	0.00	0.12	0.64
